A,221807
B,44795
C,69089
D,121535
E,343086
F,61994
G,64602
H,175813
I,189637
J,4717
K,27212
L,121986
M,72291
N,190002
O,214101
P,49367
Q,2605
R,165204
S,175141
T,245960
U,78494
V,23611
W,64940
X,3583
Y,57307
Z,2485
