A,6690
B,1390
C,2801
D,3443
E,13490
F,1466
G,1283
H,1388
I,6279
J,473
K,147
L,5213
M,2592
N,6375
O,5913
P,2318
Q,726
R,6636
S,8583
T,6713
U,5672
V,1378
W,279
X,546
Y,528
Z,107
